"","NGenes","Direction","PValue","FDR"
"MORI_PLASMA_CELL_DN",55,"Up",0.728722935621594,0.990894314971557
"BIOCARTA_PLCD_PATHWAY",8,"Up",0.728871079361282,0.990894314971557
"REACTOME_SIGNALING_BY_EGFR",65,"Up",0.72896776092336,0.990894314971557
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",16,"Down",0.728999890968511,0.990894314971557
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",14,"Up",0.729342507109521,0.990894314971557
"ZEILSTRA_CD44_TARGETS_DN",13,"Up",0.729552703313338,0.990894314971557
"REACTOME_PROSTANOID_LIGAND_RECEPTORS",7,"Down",0.729676568459183,0.990894314971557
"REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE",9,"Up",0.729796539806874,0.990894314971557
"BIOCARTA_AKT_PATHWAY",29,"Down",0.729811773784697,0.990894314971557
"PID_HIF2PATHWAY",43,"Up",0.730124756296098,0.991075756151372
"GOZGIT_ESR1_TARGETS_DN",1076,"Down",0.730502887266072,0.991345519408721
"PID_CONE_PATHWAY",18,"Up",0.730683888117613,0.991347695982796
"ROZANOV_MMP14_TARGETS_UP",384,"Up",0.731334816166352,0.99176489804654
"KEGG_ECM_RECEPTOR_INTERACTION",90,"Up",0.731995638980857,0.99176489804654
"MCCLUNG_DELTA_FOSB_TARGETS_2WK",89,"Up",0.731999279847122,0.99176489804654
"HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR",26,"Down",0.732052357044724,0.99176489804654
"RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP",10,"Down",0.73215239257111,0.99176489804654
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP",28,"Down",0.732365748147224,0.99176489804654
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN",192,"Down",0.732413687766714,0.99176489804654
"ZHAN_MULTIPLE_MYELOMA_DN",77,"Up",0.732427171358655,0.99176489804654
"MURAKAMI_UV_RESPONSE_24HR",25,"Down",0.732836949533557,0.99207667396434
"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN",145,"Down",0.733176660101262,0.992127622328755
"ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP",71,"Up",0.733335068625546,0.992127622328755
"MIKKELSEN_ES_HCP_WITH_H3K27ME3",58,"Up",0.733744575561641,0.992127622328755
"NAGY_TFTC_COMPONENTS_HUMAN",18,"Down",0.733758955710809,0.992127622328755
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1",4,"Up",0.733987584648904,0.992127622328755
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP",254,"Up",0.73441319780453,0.992127622328755
"CHANDRAN_METASTASIS_TOP50_UP",55,"Up",0.734475667431025,0.992127622328755
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN",44,"Down",0.734476705444788,0.992127622328755
"ROSS_AML_WITH_PML_RARA_FUSION",124,"Up",0.734776782776748,0.992127622328755
"REACTOME_CA_DEPENDENT_EVENTS",44,"Down",0.735211014119186,0.992127622328755
"PILON_KLF1_TARGETS_UP",654,"Down",0.735404908735301,0.992127622328755
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",81,"Down",0.735759695288966,0.992127622328755
"KEGG_PROSTATE_CANCER",100,"Up",0.735781788584274,0.992127622328755
"PID_HIV_NEF_PATHWAY",45,"Up",0.736701464379626,0.992127622328755
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",46,"Up",0.736791794011083,0.992127622328755
"REACTOME_STAT5_ACTIVATION",8,"Up",0.736982588260177,0.992127622328755
"ZHANG_RESPONSE_TO_CANTHARIDIN_UP",26,"Up",0.737057439135462,0.992127622328755
"REACTOME_GLUTATHIONE_CONJUGATION",33,"Up",0.737341287417945,0.992127622328755
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN",103,"Up",0.737546802789335,0.992127622328755
"AMIT_EGF_RESPONSE_60_MCF10A",53,"Down",0.737570218684632,0.992127622328755
"ZHAN_MULTIPLE_MYELOMA_MS_UP",66,"Down",0.737617660642779,0.992127622328755
"VERHAAK_GLIOBLASTOMA_NEURAL",148,"Up",0.737685400152675,0.992127622328755
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN",47,"Down",0.738686513547166,0.992127622328755
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",114,"Down",0.73871536899666,0.992127622328755
"NABA_CORE_MATRISOME",228,"Down",0.739041058215068,0.992127622328755
"LAU_APOPTOSIS_CDKN2A_DN",7,"Up",0.739055884782919,0.992127622328755
"REACTOME_MAPK3_ERK1_ACTIVATION",12,"Up",0.739072890384165,0.992127622328755
"TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN",54,"Down",0.73922206519652,0.992127622328755
"KLEIN_PRIMARY_EFFUSION_LYMPHOMA_DN",71,"Up",0.739262434893075,0.992127622328755
"JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP",154,"Up",0.739550556414283,0.992127622328755
"RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP",11,"Down",0.739653960975561,0.992127622328755
"STONER_ESOPHAGEAL_CARCINOGENESIS_DN",7,"Up",0.739670847661534,0.992127622328755
"HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP",327,"Down",0.739742576239804,0.992127622328755
"PID_HDAC_CLASSI_PATHWAY",79,"Down",0.739749589800955,0.992127622328755
"OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP",465,"Down",0.739772574786715,0.992127622328755
"BIOCARTA_BBCELL_PATHWAY",7,"Down",0.739825761816233,0.992127622328755
"NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON",179,"Down",0.739950814019029,0.992127622328755
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",14,"Down",0.740054661583998,0.992127622328755
"BIOCARTA_TRKA_PATHWAY",22,"Down",0.740581129634374,0.992127622328755
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",23,"Down",0.740643896400182,0.992127622328755
"MATZUK_PREOVULATORY_FOLLICLE",18,"Up",0.740646278357421,0.992127622328755
"XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP",34,"Up",0.740813448857244,0.992127622328755
"BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP",602,"Down",0.741073665194572,0.992127622328755
"MARTINEZ_TP53_TARGETS_UP",866,"Up",0.741140713939063,0.992127622328755
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM",6,"Up",0.74149918753722,0.992127622328755
"TCGA_GLIOBLASTOMA_MUTATED",12,"Down",0.741501771543655,0.992127622328755
"BIOCARTA_NKCELLS_PATHWAY",35,"Down",0.742003534650544,0.992127622328755
"CROMER_METASTASIS_UP",112,"Up",0.742269215832731,0.992127622328755
"TOMIDA_METASTASIS_DN",24,"Down",0.742564636157969,0.992127622328755
"BYSTROEM_CORRELATED_WITH_IL5_UP",52,"Up",0.742991331983404,0.992127622328755
"MIKKELSEN_NPC_ICP_WITH_H3K4ME3",695,"Down",0.743299898019137,0.992127622328755
"REACTOME_ELASTIC_FIBRE_FORMATION",48,"Up",0.743362800035964,0.992127622328755
"RODWELL_AGING_KIDNEY_NO_BLOOD_DN",175,"Down",0.7434170749541,0.992127622328755
"BROWNE_HCMV_INFECTION_24HR_DN",229,"Down",0.743470043334421,0.992127622328755
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",113,"Down",0.743809540654478,0.992127622328755
"MORI_MATURE_B_LYMPHOCYTE_UP",133,"Down",0.743946331245197,0.992127622328755
"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN",62,"Up",0.743990276934826,0.992127622328755
"TSAI_RESPONSE_TO_IONIZING_RADIATION",217,"Down",0.744135787311121,0.992127622328755
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP",138,"Up",0.744210723074093,0.992127622328755
"MIKKELSEN_IPS_ICP_WITH_H3K27ME3",86,"Up",0.744401614401217,0.992127622328755
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",16,"Up",0.744521655961688,0.992127622328755
"BIOCARTA_GRANULOCYTES_PATHWAY",20,"Up",0.744659393962101,0.992127622328755
"JACKSON_DNMT1_TARGETS_UP",141,"Down",0.744789175030236,0.992127622328755
"REACTOME_TRP_CHANNELS",22,"Up",0.745076368443688,0.992127622328755
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN",78,"Up",0.745181636138352,0.992127622328755
"PID_TAP63_PATHWAY",69,"Down",0.745279079779484,0.992127622328755
"PIEPOLI_LGI1_TARGETS_UP",28,"Down",0.745310786522953,0.992127622328755
"LEE_LIVER_CANCER_CIPROFIBRATE_DN",57,"Down",0.745342206166634,0.992127622328755
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND",12,"Up",0.745450516953303,0.992127622328755
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN",915,"Down",0.74593376392929,0.992127622328755
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",16,"Up",0.745989250088626,0.992127622328755
"PID_RAC1_REG_PATHWAY",44,"Down",0.746107879429527,0.992127622328755
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_5",51,"Down",0.74619299517479,0.992127622328755
"HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN",31,"Down",0.746330452143778,0.992127622328755
"GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB",231,"Up",0.746552931945937,0.992127622328755
"SENESE_HDAC1_TARGETS_DN",412,"Up",0.746761517679246,0.992127622328755
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",238,"Down",0.746852752255933,0.992127622328755
"TERAMOTO_OPN_TARGETS_CLUSTER_5",8,"Up",0.746972614727908,0.992127622328755
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP",244,"Up",0.747058095640599,0.992127622328755
"BIOCARTA_EDG1_PATHWAY",35,"Down",0.747242501162487,0.992134084916844
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24",22,"Up",0.747612353326422,0.992159387974808
"FEVR_CTNNB1_TARGETS_UP",951,"Down",0.748176756097964,0.992159387974808
"DOANE_RESPONSE_TO_ANDROGEN_DN",398,"Down",0.74820687109679,0.992159387974808
"BIOCARTA_VDR_PATHWAY",34,"Up",0.748325542768613,0.992159387974808
"MIKI_COEXPRESSED_WITH_CYP19A1",5,"Up",0.74942885299279,0.992159387974808
"BIOCARTA_PDZS_PATHWAY",29,"Up",0.749445926190082,0.992159387974808
"HUPER_BREAST_BASAL_VS_LUMINAL_UP",48,"Up",0.749504569131564,0.992159387974808
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS",5,"Down",0.749607867218853,0.992159387974808
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",25,"Up",0.749948583916036,0.992159387974808
"HOWLIN_CITED1_TARGETS_1_DN",61,"Down",0.750011067532989,0.992159387974808
"PID_CIRCADIAN_PATHWAY",17,"Down",0.750053461754196,0.992159387974808
"MURAKAMI_UV_RESPONSE_1HR_DN",17,"Up",0.750178887566906,0.992159387974808
"REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER",13,"Down",0.75021487608211,0.992159387974808
"PID_CD8_TCR_PATHWAY",80,"Down",0.750260242185824,0.992159387974808
"MCLACHLAN_DENTAL_CARIES_DN",138,"Up",0.750265554893964,0.992159387974808
"REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION",16,"Up",0.750436232870769,0.992159387974808
"ZHENG_FOXP3_TARGETS_DN",16,"Up",0.750470253892728,0.992159387974808
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",18,"Down",0.750493348124267,0.992159387974808
"LINDVALL_IMMORTALIZED_BY_TERT_DN",105,"Up",0.750676987368228,0.992164800812445
"TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA",97,"Down",0.751417940861704,0.992679079559329
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS",6,"Down",0.751470487980204,0.992679079559329
"REACTOME_METABOLISM_OF_LIPIDS",707,"Down",0.751689014754098,0.992679079559329
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",42,"Down",0.751794950937033,0.992679079559329
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",29,"Down",0.751966186744216,0.992679079559329
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP",37,"Up",0.752282317850963,0.992679079559329
"VALK_AML_WITH_FLT3_ITD",71,"Up",0.752323558667114,0.992679079559329
"MARTINEZ_TP53_TARGETS_DN",814,"Up",0.752680938807344,0.992913551647024
"LOPEZ_MESOTHELIOMA_SURVIVAL_UP",16,"Down",0.753681098983532,0.993995645103341
"BIOCARTA_TID_PATHWAY",27,"Down",0.754075856973045,0.99427897533597
"MCBRYAN_PUBERTAL_BREAST_5_6WK_DN",196,"Down",0.754404691685134,0.994475268666997
"ZHOU_INFLAMMATORY_RESPONSE_LPS_UP",425,"Down",0.755064652772449,0.994807336160828
"PID_ERBB4_PATHWAY",51,"Down",0.755065842885885,0.994807336160828
"LANDIS_ERBB2_BREAST_TUMORS_65_DN",60,"Down",0.755538198275683,0.994807336160828
"GALE_APL_WITH_FLT3_MUTATED_DN",30,"Up",0.755654849187967,0.994807336160828
"BIOCARTA_ERK5_PATHWAY",24,"Up",0.755660049605865,0.994807336160828
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES",646,"Up",0.755736734926377,0.994807336160828
"GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN",72,"Up",0.756184875181582,0.994981734839751
"BIOCARTA_MRP_PATHWAY",15,"Up",0.756229331582873,0.994981734839751
"DIERICK_SEROTONIN_FUNCTION_GENES",5,"Up",0.756507786710539,0.995111170997963
"REACTOME_CARNITINE_METABOLISM",19,"Down",0.756703539660179,0.995131784902939
"YAMAZAKI_TCEB3_TARGETS_UP",249,"Up",0.757356637152884,0.995753694243835
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES",16,"Up",0.757741312299999,0.995958505201929
"GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP",27,"Up",0.757897633282276,0.995958505201929
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3",24,"Down",0.758096247108989,0.995958505201929
"BIOCARTA_CLASSIC_PATHWAY",12,"Down",0.758234298688178,0.995958505201929
"BIOCARTA_CCR3_PATHWAY",36,"Down",0.758416162351048,0.995958505201929
"MILI_PSEUDOPODIA_CHEMOTAXIS_UP",147,"Down",0.758800045698294,0.995958505201929
"WENDT_COHESIN_TARGETS_UP",42,"Down",0.759095380090113,0.995958505201929
"ZHENG_BOUND_BY_FOXP3",685,"Down",0.759429965502404,0.995958505201929
"BIOCARTA_NGF_PATHWAY",33,"Down",0.759475041702275,0.995958505201929
"PLASARI_TGFB1_TARGETS_10HR_UP",280,"Up",0.759510178373201,0.995958505201929
"MAINA_VHL_TARGETS_UP",18,"Up",0.759568537061099,0.995958505201929
"XU_GH1_AUTOCRINE_TARGETS_DN",193,"Down",0.759675189907009,0.995958505201929
"LUCAS_HNF4A_TARGETS_DN",9,"Up",0.760244121198815,0.996049246712913
"REACTOME_SODIUM_PROTON_EXCHANGERS",8,"Up",0.760254397447048,0.996049246712913
"PID_S1P_S1P2_PATHWAY",34,"Down",0.760285147056653,0.996049246712913
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION",1407,"Up",0.760507368299966,0.99610422309211
"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4",37,"Down",0.761015360005713,0.996182313710139
"VANLOO_SP3_TARGETS_DN",104,"Down",0.761075138647048,0.996182313710139
"REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS",12,"Down",0.761458478722755,0.996182313710139
"BIOCARTA_MAL_PATHWAY",31,"Up",0.761530371985908,0.996182313710139
"SANSOM_APC_TARGETS",306,"Up",0.761837267787088,0.996182313710139
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",51,"Down",0.76230160011734,0.996182313710139
"YANAGIHARA_ESX1_TARGETS",35,"Down",0.762324434490204,0.996182313710139
"WINZEN_DEGRADED_VIA_KHSRP",118,"Down",0.762385810907863,0.996182313710139
"LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_UP",11,"Down",0.762416556630815,0.996182313710139
"REACTOME_SYNTHESIS_OF_GDP_MANNOSE",5,"Up",0.762552611450873,0.996182313710139
"REACTOME_CELL_CELL_COMMUNICATION",132,"Down",0.762678093747054,0.996182313710139
"PID_HEDGEHOG_GLI_PATHWAY",65,"Up",0.762730251412884,0.996182313710139
"ELVIDGE_HYPOXIA_BY_DMOG_UP",183,"Down",0.762993730437514,0.996290962759381
"TSUDA_ALVEOLAR_SOFT_PART_SARCOMA",15,"Down",0.763365506754642,0.996540937946174
"NAKAMURA_ADIPOGENESIS_EARLY_UP",86,"Down",0.763606115539949,0.996619601906886
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP",328,"Up",0.763795877198603,0.996631881322191
"GARY_CD5_TARGETS_UP",617,"Up",0.764378354367356,0.996684714081068
"VERHAAK_GLIOBLASTOMA_PRONEURAL",264,"Down",0.764380703115644,0.996684714081068
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_DN",82,"Down",0.764803154479845,0.996684714081068
"NABA_SECRETED_FACTORS",216,"Down",0.764838439011089,0.996684714081068
"REACTOME_PERK_REGULATES_GENE_EXPRESSION",38,"Up",0.764839434715525,0.996684714081068
"DANG_MYC_TARGETS_DN",43,"Up",0.765538985459085,0.996684714081068
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",27,"Up",0.765753503096434,0.996684714081068
"WANG_TNF_TARGETS",27,"Up",0.765937260188676,0.996684714081068
"GROSS_HYPOXIA_VIA_ELK3_ONLY_DN",60,"Up",0.766060101068987,0.996684714081068
"BIOCARTA_THELPER_PATHWAY",15,"Up",0.766178338956931,0.996684714081068
"TCGA_GLIOBLASTOMA_COPY_NUMBER_UP",90,"Down",0.766491537256459,0.996684714081068
"BAFNA_MUC4_TARGETS_UP",4,"Up",0.766529722837778,0.996684714081068
"SENESE_HDAC1_AND_HDAC2_TARGETS_UP",308,"Up",0.76663501223753,0.996684714081068
"OHM_EMBRYONIC_CARCINOMA_UP",11,"Down",0.766660957641832,0.996684714081068
"ZHU_CMV_8_HR_DN",75,"Down",0.767082967967095,0.996684714081068
"BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B",714,"Down",0.767775090025451,0.996684714081068
"AIYAR_COBRA1_TARGETS_UP",47,"Up",0.767896490136284,0.996684714081068
"BIOCARTA_INTEGRIN_PATHWAY",55,"Up",0.768080167446525,0.996684714081068
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN",188,"Up",0.768317984514335,0.996684714081068
"LIU_CMYB_TARGETS_UP",220,"Down",0.768389478823322,0.996684714081068
"PHONG_TNF_RESPONSE_NOT_VIA_P38",509,"Down",0.768411017569952,0.996684714081068
"YANG_BCL3_TARGETS_UP",440,"Up",0.768621061267169,0.996684714081068
"PID_CXCR4_PATHWAY",127,"Up",0.768838106096079,0.996684714081068
"JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER",48,"Down",0.76892001737582,0.996684714081068
"MARTINEZ_RB1_AND_TP53_TARGETS_UP",847,"Up",0.769021231575858,0.996684714081068
"STAMBOLSKY_BOUND_BY_MUTATED_TP53",24,"Down",0.769208104079726,0.996684714081068
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION",67,"Up",0.769236441383099,0.996684714081068
"PETRETTO_BLOOD_PRESSURE_UP",17,"Down",0.769379474413754,0.996684714081068
"MIKKELSEN_IPS_LCP_WITH_H3K27ME3",13,"Down",0.769386799984392,0.996684714081068
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",11,"Up",0.76949599386127,0.996684714081068
"DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN",67,"Up",0.769712509204781,0.996684714081068
"SIG_IL4RECEPTOR_IN_B_LYPHOCYTES",35,"Down",0.769822602976563,0.996684714081068
"REACTOME_LEUKOTRIENE_RECEPTORS",5,"Down",0.769977488228256,0.996684714081068
"WONG_ENDMETRIUM_CANCER_DN",125,"Down",0.770271398359557,0.996684714081068
"UDAYAKUMAR_MED1_TARGETS_DN",374,"Up",0.770325080495935,0.996684714081068
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP",191,"Up",0.770372195202278,0.996684714081068
"DER_IFN_GAMMA_RESPONSE_UP",130,"Down",0.770678219077231,0.996684714081068
"REACTOME_LYSINE_CATABOLISM",11,"Down",0.771355290410058,0.996684714081068
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS",1046,"Up",0.771564796807835,0.996684714081068
"PID_S1P_S1P1_PATHWAY",40,"Down",0.772083114752556,0.996684714081068
"LIN_MELANOMA_COPY_NUMBER_DN",58,"Up",0.772131873890079,0.996684714081068
"REACTOME_OPIOID_SIGNALLING",98,"Down",0.772252773364417,0.996684714081068
"ZHENG_FOXP3_TARGETS_UP",38,"Down",0.77244711628156,0.996684714081068
"PYEON_HPV_POSITIVE_TUMORS_DN",9,"Down",0.772578807018509,0.996684714081068
"LIM_MAMMARY_LUMINAL_MATURE_UP",150,"Down",0.77262315192072,0.996684714081068
"NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON",81,"Up",0.77263209610397,0.996684714081068
"CHANG_POU5F1_TARGETS_DN",8,"Up",0.77278938978904,0.996684714081068
"SASSON_RESPONSE_TO_FORSKOLIN_DN",134,"Up",0.773031391748635,0.996684714081068
"REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES",18,"Down",0.773265535156864,0.996684714081068
"MCBRYAN_PUBERTAL_BREAST_5_6WK_UP",155,"Down",0.7732766260349,0.996684714081068
"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER",31,"Up",0.773501423499461,0.996684714081068
"SANA_TNF_SIGNALING_UP",116,"Down",0.773595258444724,0.996684714081068
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",100,"Up",0.77365661044705,0.996684714081068
"BIOCARTA_TCYTOTOXIC_PATHWAY",15,"Up",0.773797974740308,0.996684714081068
"HASLINGER_B_CLL_WITH_13Q14_DELETION",36,"Up",0.77444121250798,0.996684714081068
"REACTOME_LGI_ADAM_INTERACTIONS",11,"Down",0.774804097914888,0.996684714081068
"VANOEVELEN_MYOGENESIS_SIN3A_TARGETS",280,"Up",0.775391727474312,0.996684714081068
"PID_CMYB_PATHWAY",132,"Up",0.7757597297624,0.996684714081068
"WANG_ESOPHAGUS_CANCER_PROGRESSION_UP",12,"Up",0.775969818968888,0.996684714081068
"BIOCARTA_IL2RB_PATHWAY",51,"Up",0.776200645185834,0.996684714081068
"REACTOME_DSCAM_INTERACTIONS",16,"Down",0.776337690481198,0.996684714081068
"REACTOME_CHL1_INTERACTIONS",19,"Up",0.776739265421102,0.996684714081068
"BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN",179,"Down",0.776847594443724,0.996684714081068
"PID_REELIN_PATHWAY",43,"Up",0.777150285108579,0.996684714081068
"MATZUK_STEROIDOGENESIS",7,"Down",0.77720252413766,0.996684714081068
"BIOCARTA_MELANOCYTE_PATHWAY",13,"Up",0.777301157377949,0.996684714081068
"LEE_CALORIE_RESTRICTION_NEOCORTEX_UP",109,"Down",0.777344451670289,0.996684714081068
"MARTIN_INTERACT_WITH_HDAC",54,"Down",0.777378941411456,0.996684714081068
"PIEPOLI_LGI1_TARGETS_DN",25,"Down",0.777671060917604,0.996684714081068
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",109,"Up",0.77799983172317,0.996684714081068
"OUYANG_PROSTATE_CANCER_PROGRESSION_DN",23,"Up",0.778007000300069,0.996684714081068
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN",749,"Down",0.778021940596706,0.996684714081068
"SMIRNOV_RESPONSE_TO_IR_6HR_UP",248,"Down",0.778311016784337,0.996684714081068
"SENESE_HDAC2_TARGETS_DN",170,"Down",0.778488631924649,0.996684714081068
"OSMAN_BLADDER_CANCER_UP",522,"Up",0.778595947225773,0.996684714081068
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES",18,"Up",0.778598954549524,0.996684714081068
"CHESLER_BRAIN_D6MIT150_QTL_CIS",9,"Down",0.778779253935475,0.996684714081068
"REACTOME_METALLOTHIONEINS_BIND_METALS",2,"Up",0.778913145840335,0.996684714081068
"WANG_RESPONSE_TO_ANDROGEN_UP",39,"Down",0.77902671746678,0.996684714081068
"WANG_HCP_PROSTATE_CANCER",173,"Down",0.779180465049261,0.996684714081068
"RADMACHER_AML_PROGNOSIS",138,"Down",0.779735766003561,0.996684714081068
"BIOCARTA_PELP1_PATHWAY",6,"Down",0.779795841780278,0.996684714081068
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",69,"Down",0.779963497115165,0.996684714081068
"KEGG_O_GLYCAN_BIOSYNTHESIS",25,"Up",0.78015795497907,0.996684714081068
"CHANG_IMMORTALIZED_BY_HPV31_UP",87,"Down",0.780384548985695,0.996684714081068
"DELYS_THYROID_CANCER_UP",620,"Up",0.780531023122089,0.996684714081068
"REACTOME_NCAM1_INTERACTIONS",47,"Up",0.780834241418504,0.996684714081068
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",21,"Up",0.780977898748001,0.996684714081068
"SANSOM_APC_TARGETS_DN",467,"Down",0.780979830508959,0.996684714081068
"IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN",9,"Up",0.78109861814763,0.996684714081068
"VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP",21,"Up",0.781613411311111,0.996684714081068
"WELCH_GATA1_TARGETS",25,"Down",0.78171305128847,0.996684714081068
"AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53",170,"Down",0.781866452681441,0.996684714081068
"PID_IL8_CXCR2_PATHWAY",58,"Up",0.781922468814602,0.996684714081068
"DELACROIX_RAR_BOUND_ES",577,"Down",0.781930123937107,0.996684714081068
"REACTOME_MET_ACTIVATES_RAS_SIGNALING",13,"Up",0.78196184667503,0.996684714081068
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",170,"Up",0.782108734615258,0.996684714081068
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",24,"Up",0.782242743606198,0.996684714081068
"REACTOME_PI5P_REGULATES_TP53_ACETYLATION",11,"Up",0.782243949024298,0.996684714081068
"REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY",7,"Up",0.782728692616643,0.996684714081068
"TURJANSKI_MAPK14_TARGETS",13,"Down",0.78288912328516,0.996684714081068
"REACTOME_MUCOPOLYSACCHARIDOSES",13,"Down",0.782981244087166,0.996684714081068
"KUNINGER_IGF1_VS_PDGFB_TARGETS_DN",59,"Down",0.783007895711333,0.996684714081068
